Timestamps are UTC timezone,https://www.CryptoDataDownload.com
Unix Timestamp,Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD
1605747600.0,2020-11-19 01-AM,BTCUSD,17773.42,17876.35,17708.8,17873.74,30.4,540456.97
1605744000.0,2020-11-19 12-AM,BTCUSD,17794.82,17831.23,17600,17773.42,73.82,1307826.22
1605740400.0,2020-11-18 11-PM,BTCUSD,17831.11,17871.38,17698.43,17794.82,31.22,555059.44
1605736800.0,2020-11-18 10-PM,BTCUSD,17785.36,17868.41,17721.86,17831.11,39.77,708405.04
1605733200.0,2020-11-18 09-PM,BTCUSD,17657.36,17820.04,17610.18,17785.36,77.05,1366215.06
1605729600.0,2020-11-18 08-PM,BTCUSD,17652.73,17734.81,17500,17657.36,96.94,1705454.61
1605726000.0,2020-11-18 07-PM,BTCUSD,17779.35,17849.39,17582.16,17652.73,133.07,2350690.62
1605722400.0,2020-11-18 06-PM,BTCUSD,17902.7,17976.19,17763.34,17779.35,37.94,678857.69
1605718800.0,2020-11-18 05-PM,BTCUSD,17820.27,17929.05,17727.28,17902.7,49.85,888282.94
1605715200.0,2020-11-18 04-PM,BTCUSD,17892.72,18011.56,17665.93,17820.27,145.31,2593405.23
1605711600.0,2020-11-18 03-PM,BTCUSD,17710.29,17917.96,17282.53,17892.72,183.15,3224800.79
1605708000.0,2020-11-18 02-PM,BTCUSD,17874.68,17965.33,17685.74,17710.29,100.68,1793343.56
1605704400.0,2020-11-18 01-PM,BTCUSD,18039.26,18112.05,17815.74,17874.68,145.3,2616666.55
1605700800.0,2020-11-18 12-PM,BTCUSD,18270.14,18270.14,18000.46,18039.26,108.81,1971884.48
1605697200.0,2020-11-18 11-AM,BTCUSD,18250.27,18270.14,18027.82,18270.14,109.88,1991951.05
1605693600.0,2020-11-18 10-AM,BTCUSD,18135.38,18264.43,18004.05,18250.27,45.49,825613.31
1605690000.0,2020-11-18 09-AM,BTCUSD,18226.29,18226.29,17900.37,18135.38,96.27,1736575.84
1605686400.0,2020-11-18 08-AM,BTCUSD,18077.47,18285.28,18067.17,18226.29,127.57,2319771.49
1605682800.0,2020-11-18 07-AM,BTCUSD,17796.09,18110.28,17688.17,18077.47,56.59,1011390.1
1605679200.0,2020-11-18 06-AM,BTCUSD,17635.01,17879.94,17527.1,17796.09,57.25,1015816.37
1605675600.0,2020-11-18 05-AM,BTCUSD,18378.75,18383.44,17250.41,17635.01,257.71,4572024.81
1605672000.0,2020-11-18 04-AM,BTCUSD,18052.16,18484.53,17976.17,18378.75,91.9,1674884.72
1605668400.0,2020-11-18 03-AM,BTCUSD,17701.26,18099.06,17653.13,18052.16,44.52,798847.52
1605664800.0,2020-11-18 02-AM,BTCUSD,17753.2,17761.69,17665.71,17701.26,7.668,135716.33
1605661200.0,2020-11-18 01-AM,BTCUSD,17726.4,17756.39,17642.23,17753.2,16.75,296986.53
1605657600.0,2020-11-18 12-AM,BTCUSD,17676.53,17845.7,17630.95,17726.4,46.24,819440.52
1605654000.0,2020-11-17 11-PM,BTCUSD,17605.64,17713.76,17605.64,17676.53,10.75,189991.66
1605650400.0,2020-11-17 10-PM,BTCUSD,17631.68,17636.91,17477.85,17605.64,12.23,214625.63
1605646800.0,2020-11-17 09-PM,BTCUSD,17689.2,17710.88,17549.25,17631.68,69.59,1224818.02
1605643200.0,2020-11-17 08-PM,BTCUSD,17699.69,17738.04,17641.11,17689.2,52.66,931510.61
1605639600.0,2020-11-17 07-PM,BTCUSD,17652.15,17767.83,17516.22,17699.69,138.32,2438541.87
1605636000.0,2020-11-17 06-PM,BTCUSD,17825.2,17849.53,17619.72,17652.15,311.85,5530963.83
1605632400.0,2020-11-17 05-PM,BTCUSD,17667.7,17870.55,17103.45,17825.2,263.31,4640124.85
1605628800.0,2020-11-17 04-PM,BTCUSD,17334.04,17761.49,17284.72,17667.7,182.64,3187513.53
1605625200.0,2020-11-17 03-PM,BTCUSD,17171.6,17387.67,17137.9,17334.04,65.09,1120653.29
1605621600.0,2020-11-17 02-PM,BTCUSD,16951.66,17199.99,16938.8,17171.6,46.05,787278.93
1605618000.0,2020-11-17 01-PM,BTCUSD,17090.05,17093.46,16941.64,16951.66,89.39,1519735.13
1605614400.0,2020-11-17 12-PM,BTCUSD,17000.78,17095.3,16945.21,17090.05,79.34,1350441.22
1605610800.0,2020-11-17 11-AM,BTCUSD,16784.34,17018.41,16755.19,17000.78,46.84,793172.48
1605607200.0,2020-11-17 10-AM,BTCUSD,16662.41,16784.34,16652.68,16784.34,13.69,228845.6
1605603600.0,2020-11-17 09-AM,BTCUSD,16716.5,16765.89,16640.89,16662.41,33.06,552149.43
1605600000.0,2020-11-17 08-AM,BTCUSD,16757.1,16796.97,16701.85,16716.5,30.27,506307.65
1605596400.0,2020-11-17 07-AM,BTCUSD,16642.74,16776.56,16629.7,16757.1,18.28,305995.15
1605592800.0,2020-11-17 06-AM,BTCUSD,16622.74,16683.5,16589.73,16642.74,21.36,355250.93
1605589200.0,2020-11-17 05-AM,BTCUSD,16681.84,16683.16,16615.66,16622.74,31.1,517819.92
1605585600.0,2020-11-17 04-AM,BTCUSD,16584.1,16681.84,16562.37,16681.84,22.1,368016.82
1605582000.0,2020-11-17 03-AM,BTCUSD,16660.72,16708.66,16584.1,16584.1,6.947,115689.93
1605578400.0,2020-11-17 02-AM,BTCUSD,16708.66,16747.37,16647.17,16660.72,9.172,153208.04
1605574800.0,2020-11-17 01-AM,BTCUSD,16817.56,16817.56,16688.8,16708.66,22.66,379417.26
1605571200.0,2020-11-17 12-AM,BTCUSD,16711.11,16836.59,16702.5,16817.56,29.46,493700.66
1605567600.0,2020-11-16 11-PM,BTCUSD,16728.72,16790.19,16701.71,16711.11,7.134,119440.34
1605564000.0,2020-11-16 10-PM,BTCUSD,16714.27,16771.83,16667.4,16728.72,15.58,260541.65
1605560400.0,2020-11-16 09-PM,BTCUSD,16839.69,16885.76,16612.56,16714.27,93.87,1574986.49
1605556800.0,2020-11-16 08-PM,BTCUSD,16794.87,16849.12,16779.7,16839.69,10.46,175820.61
1605553200.0,2020-11-16 07-PM,BTCUSD,16704.02,16858.13,16676.42,16794.87,82.14,1378377.61
1605549600.0,2020-11-16 06-PM,BTCUSD,16683.44,16751.8,16664.46,16704.02,35.83,598523.06
1605546000.0,2020-11-16 05-PM,BTCUSD,16579.16,16769.24,16576.13,16683.44,20.78,346810.41
1605542400.0,2020-11-16 04-PM,BTCUSD,16452.7,16656.93,16452.7,16579.16,107.92,1789165.23
1605538800.0,2020-11-16 03-PM,BTCUSD,16404.62,16471.84,16356.82,16452.7,98.86,1621934.86
1605535200.0,2020-11-16 02-PM,BTCUSD,16327.19,16450.22,16327.19,16404.62,56.68,929648.92
1605531600.0,2020-11-16 01-PM,BTCUSD,16315.09,16377.44,16300.1,16327.19,46.54,760314.64
1605528000.0,2020-11-16 12-PM,BTCUSD,16242,16318.34,16236.28,16315.09,34.05,554694.25
1605524400.0,2020-11-16 11-AM,BTCUSD,16389.78,16397.86,16242,16242,31.82,519346.19
1605520800.0,2020-11-16 10-AM,BTCUSD,16234.94,16390.8,16228.08,16389.78,33.84,552078.31
1605517200.0,2020-11-16 09-AM,BTCUSD,16230.3,16246.34,16177.95,16234.94,17.73,287683.51
1605513600.0,2020-11-16 08-AM,BTCUSD,16257.35,16286.2,16228.21,16230.3,21.95,356958.69
1605510000.0,2020-11-16 07-AM,BTCUSD,16255.81,16307.73,16226.93,16257.35,64.73,1052530.57
1605506400.0,2020-11-16 06-AM,BTCUSD,16122.16,16265.47,16122.16,16255.81,40.21,651836.23
1605502800.0,2020-11-16 05-AM,BTCUSD,16042.01,16153.54,16042.01,16122.16,56.55,911024.84
1605499200.0,2020-11-16 04-AM,BTCUSD,16022.4,16049.71,16000.01,16042.01,6.05,96979.44
1605495600.0,2020-11-16 03-AM,BTCUSD,15955.5,16062.65,15955.5,16022.4,40.91,655558.43
1605492000.0,2020-11-16 02-AM,BTCUSD,15963.48,16023.15,15950,15955.5,34.22,546783.15
1605488400.0,2020-11-16 01-AM,BTCUSD,15988.97,16047.93,15959.16,15963.48,58.48,936244.11
1605484800.0,2020-11-16 12-AM,BTCUSD,15967.08,15991.43,15885.09,15988.97,58.22,928704.66
1605481200.0,2020-11-15 11-PM,BTCUSD,15942.27,16020.49,15942.27,15967.08,19.85,317361.37
1605477600.0,2020-11-15 10-PM,BTCUSD,15862.85,15979.89,15796.28,15942.27,39.21,622900.63
1605474000.0,2020-11-15 09-PM,BTCUSD,15868.97,15909.12,15848,15862.85,20.52,326057.33
1605470400.0,2020-11-15 08-PM,BTCUSD,15874.71,15899.07,15830.44,15868.97,36.91,585175.01
1605466800.0,2020-11-15 07-PM,BTCUSD,15921.26,15939.01,15868.5,15874.71,6.94,110305.69
1605463200.0,2020-11-15 06-PM,BTCUSD,15910.64,15950,15868.42,15921.26,18.66,296803.2
1605459600.0,2020-11-15 05-PM,BTCUSD,16017.92,16017.93,15892.18,15910.64,32.04,510551.41
1605456000.0,2020-11-15 04-PM,BTCUSD,16045.77,16079.18,15969.9,16017.92,43.76,701067.16
1605452400.0,2020-11-15 03-PM,BTCUSD,16070.97,16091.46,16017.88,16045.77,5.938,95327.34
1605448800.0,2020-11-15 02-PM,BTCUSD,16069.37,16124.36,16043.08,16070.97,13.04,209940.07
1605445200.0,2020-11-15 01-PM,BTCUSD,16005.16,16098.18,15981.59,16069.37,14.09,226377.72
1605441600.0,2020-11-15 12-PM,BTCUSD,15979.87,16085.58,15952.02,16005.16,12.38,198409.88
1605438000.0,2020-11-15 11-AM,BTCUSD,16013.99,16110.38,15959.05,15979.87,15.38,246141.07
1605434400.0,2020-11-15 10-AM,BTCUSD,16085.25,16108.27,15981.48,16013.99,13.28,213150.6
1605430800.0,2020-11-15 09-AM,BTCUSD,16136.2,16141.46,16063.18,16085.25,4.078,65618.81
1605427200.0,2020-11-15 08-AM,BTCUSD,16043.96,16172.41,16043.96,16136.2,49.01,790744.97
1605423600.0,2020-11-15 07-AM,BTCUSD,16065.34,16100,16026.23,16043.96,19.16,308108.5
1605420000.0,2020-11-15 06-AM,BTCUSD,16024.41,16087.12,16008.62,16065.34,24.22,389141.24
1605416400.0,2020-11-15 05-AM,BTCUSD,15947.4,16027.01,15947.4,16024.41,15.57,248868.22
1605412800.0,2020-11-15 04-AM,BTCUSD,15932.02,15974.03,15907.69,15947.4,14.41,229614.42
1605409200.0,2020-11-15 03-AM,BTCUSD,15990.04,16000.47,15894.33,15932.02,9.903,157780.55
1605405600.0,2020-11-15 02-AM,BTCUSD,15988.2,16040.54,15940.44,15990.04,11.12,177908.07
1605402000.0,2020-11-15 01-AM,BTCUSD,16075.81,16077.4,15934.12,15988.2,45.39,725696.73
1605398400.0,2020-11-15 12-AM,BTCUSD,16080.12,16112.62,16056.35,16075.81,4.135,66540.97
1605394800.0,2020-11-14 11-PM,BTCUSD,16037.3,16150.09,16037.3,16080.12,12.33,198585.36
1605391200.0,2020-11-14 10-PM,BTCUSD,15992.82,16046.42,15970.79,16037.3,9.17,146901.04
1605387600.0,2020-11-14 09-PM,BTCUSD,15992.82,16041.4,15983.38,15992.82,13.32,213338.49
1605384000.0,2020-11-14 08-PM,BTCUSD,15895.68,16006.7,15862.86,15992.82,14.89,237531.98
1605380400.0,2020-11-14 07-PM,BTCUSD,15908.76,15925.26,15857.65,15895.68,6.842,108776.91
1605376800.0,2020-11-14 06-PM,BTCUSD,15919.1,15961.4,15882.44,15908.76,28.95,461200.76
1605373200.0,2020-11-14 05-PM,BTCUSD,15863.1,15923.78,15714.25,15919.1,59.77,945800.72
1605369600.0,2020-11-14 04-PM,BTCUSD,15964.18,16028.85,15832.35,15863.1,28.41,451844.05
1605366000.0,2020-11-14 03-PM,BTCUSD,16022.47,16042.32,15941.7,15964.18,25.64,409780.74
1605362400.0,2020-11-14 02-PM,BTCUSD,15939.15,16060.16,15939.15,16022.47,29.22,467820.07
1605358800.0,2020-11-14 01-PM,BTCUSD,15916.55,15945.68,15869.2,15939.15,6.669,106141.23
1605355200.0,2020-11-14 12-PM,BTCUSD,15936.04,15936.04,15845.41,15916.55,12.21,193945.03
1605351600.0,2020-11-14 11-AM,BTCUSD,15858.74,15941.57,15836.52,15936.04,22.98,365556.76
1605348000.0,2020-11-14 10-AM,BTCUSD,15806.1,15945.06,15753.97,15858.74,12.7,201516.7
1605344400.0,2020-11-14 09-AM,BTCUSD,15967.22,15971.46,15775.13,15806.1,92.96,1474227.81
1605340800.0,2020-11-14 08-AM,BTCUSD,16098.81,16128.57,15846.86,15967.22,132.18,2108034.98
1605337200.0,2020-11-14 07-AM,BTCUSD,16180.8,16192.78,16038.66,16098.81,29.33,471511.36
1605333600.0,2020-11-14 06-AM,BTCUSD,16180.16,16209.57,16158.54,16180.8,10.1,163406.92
1605330000.0,2020-11-14 05-AM,BTCUSD,16147.33,16181.5,16079.35,16180.16,23.88,384937.38
1605326400.0,2020-11-14 04-AM,BTCUSD,16194.98,16196.21,16119.52,16147.33,17.49,282463.13
1605322800.0,2020-11-14 03-AM,BTCUSD,16190.53,16209.85,16159.81,16194.98,7.608,123144.46
1605319200.0,2020-11-14 02-AM,BTCUSD,16205.7,16242.42,16172.54,16190.53,26.71,432762.99
1605315600.0,2020-11-14 01-AM,BTCUSD,16303.59,16303.59,16198.94,16205.7,22.25,361009.01
1605312000.0,2020-11-14 12-AM,BTCUSD,16336.82,16340.85,16239.41,16303.59,4.654,75772.87
1605308400.0,2020-11-13 11-PM,BTCUSD,16324.23,16366.78,16296.24,16336.82,4.789,78198.65
1605304800.0,2020-11-13 10-PM,BTCUSD,16286.57,16371.22,16286.57,16324.23,8.124,132788.42
1605301200.0,2020-11-13 09-PM,BTCUSD,16214.27,16305.21,16213.09,16286.57,15.38,250420.46
1605297600.0,2020-11-13 08-PM,BTCUSD,16301.75,16301.75,16195.95,16214.27,16.85,273602.49
1605294000.0,2020-11-13 07-PM,BTCUSD,16253.14,16314.34,16245.45,16301.75,8.4,136849.62
1605290400.0,2020-11-13 06-PM,BTCUSD,16268.57,16288.46,16226.43,16253.14,38.26,621607.48
1605286800.0,2020-11-13 05-PM,BTCUSD,16190.07,16268.75,16122.38,16268.57,10.84,175556.91
1605283200.0,2020-11-13 04-PM,BTCUSD,16113.88,16207.21,15963.73,16190.07,75.14,1205957.56
1605279600.0,2020-11-13 03-PM,BTCUSD,16222.39,16235.69,16090.42,16113.88,40.51,653853.99
1605276000.0,2020-11-13 02-PM,BTCUSD,16254.3,16293.1,16138.56,16222.39,47.61,772013.12
1605272400.0,2020-11-13 01-PM,BTCUSD,16264.35,16315.92,16216.36,16254.3,26.77,435393.62
1605268800.0,2020-11-13 12-PM,BTCUSD,16236.38,16326.63,16220.92,16264.35,41.59,677114.53
1605265200.0,2020-11-13 11-AM,BTCUSD,16213.51,16261.38,16084.54,16236.38,90.67,1468733.16
1605261600.0,2020-11-13 10-AM,BTCUSD,16339.6,16357.32,16187.67,16213.51,27.89,453859.09
1605258000.0,2020-11-13 09-AM,BTCUSD,16277.22,16366.97,16246.05,16339.6,20.15,328698.1
1605254400.0,2020-11-13 08-AM,BTCUSD,16270.53,16288.86,16162.12,16277.22,15.5,251247.95
1605250800.0,2020-11-13 07-AM,BTCUSD,16323.99,16324.22,16206.1,16270.53,25.37,412705.3
1605247200.0,2020-11-13 06-AM,BTCUSD,16247.95,16347.49,16235.61,16323.99,24.75,404024.93
1605243600.0,2020-11-13 05-AM,BTCUSD,16411.66,16416.06,16204.05,16247.95,66.34,1081388.61
1605240000.0,2020-11-13 04-AM,BTCUSD,16447.04,16462.13,16380.92,16411.66,19.12,313911.98
1605236400.0,2020-11-13 03-AM,BTCUSD,16409.66,16477.62,16384.12,16447.04,14.82,243439.77
1605232800.0,2020-11-13 02-AM,BTCUSD,16441.86,16490,16333.67,16409.66,55.49,911220.94
1605229200.0,2020-11-13 01-AM,BTCUSD,16403.04,16488.22,16382.24,16441.86,20.36,334818.24
1605225600.0,2020-11-13 12-AM,BTCUSD,16305.96,16452.17,16279.67,16403.04,18.99,310588.54
1605222000.0,2020-11-12 11-PM,BTCUSD,16228.73,16346.55,16190.71,16305.96,9.643,157015.52
1605218400.0,2020-11-12 10-PM,BTCUSD,16161.28,16351.9,16135.93,16228.73,50.42,819497.9
1605214800.0,2020-11-12 09-PM,BTCUSD,16153.64,16214.2,16123.29,16161.28,48.2,779722.45
1605211200.0,2020-11-12 08-PM,BTCUSD,16087.67,16173.04,16050.53,16153.64,20.2,325878.81
1605207600.0,2020-11-12 07-PM,BTCUSD,16116.9,16126.09,16010.98,16087.67,15.38,247024.38
1605204000.0,2020-11-12 06-PM,BTCUSD,15977.08,16130.96,15905.04,16116.9,27.66,442147.65
1605200400.0,2020-11-12 05-PM,BTCUSD,16153.66,16219.4,15959.04,15977.08,50.27,810589.47
1605196800.0,2020-11-12 04-PM,BTCUSD,16170.17,16184.29,16034.95,16153.66,28.89,465823.5
1605193200.0,2020-11-12 03-PM,BTCUSD,16005.61,16173.54,15969.81,16170.17,52.76,847643.8
1605189600.0,2020-11-12 02-PM,BTCUSD,16025.06,16108.24,15851.11,16005.61,123.71,1977576.47
1605186000.0,2020-11-12 01-PM,BTCUSD,15911.14,16049.18,15845.73,16025.06,96.42,1536761.36
1605182400.0,2020-11-12 12-PM,BTCUSD,15780.37,15950,15764.98,15911.14,90.2,1432052.74
1605178800.0,2020-11-12 11-AM,BTCUSD,15713.22,15830.66,15621.7,15780.37,54.67,861074.36
1605175200.0,2020-11-12 10-AM,BTCUSD,16066.4,16151.3,15675.05,15713.22,217.48,3451216.39
1605171600.0,2020-11-12 09-AM,BTCUSD,15805.13,16099,15803.88,16066.4,58.75,940882.02
1605168000.0,2020-11-12 08-AM,BTCUSD,15876,15946.52,15805.13,15805.13,27.53,437896.05
1605164400.0,2020-11-12 07-AM,BTCUSD,15800,15938.36,15779.96,15876,68.4,1081125.88
1605160800.0,2020-11-12 06-AM,BTCUSD,15772.26,15872.3,15755.53,15800,44.33,700852.72
1605157200.0,2020-11-12 05-AM,BTCUSD,15680,15798.12,15677.94,15772.26,10.18,160527.01
1605153600.0,2020-11-12 04-AM,BTCUSD,15661.41,15695.46,15625.53,15680,2.048,32073.14
1605150000.0,2020-11-12 03-AM,BTCUSD,15637.09,15696.36,15628.5,15661.41,3.473,54411.13
1605146400.0,2020-11-12 02-AM,BTCUSD,15655.86,15689.17,15617.18,15637.09,5.67,88656.65
1605142800.0,2020-11-12 01-AM,BTCUSD,15641.1,15667.88,15594.22,15655.86,13.92,217727.55
1605139200.0,2020-11-12 12-AM,BTCUSD,15710.97,15728.99,15468.82,15641.1,79.71,1240747.86
1605135600.0,2020-11-11 11-PM,BTCUSD,15809.4,15809.4,15701.03,15710.97,14.98,235928.64
1605132000.0,2020-11-11 10-PM,BTCUSD,15828.22,15898.14,15791.19,15809.4,9.129,144599.29
1605128400.0,2020-11-11 09-PM,BTCUSD,15710.4,15828.22,15652.44,15828.22,12.94,203562.67
1605124800.0,2020-11-11 08-PM,BTCUSD,15827.84,15841.98,15605.25,15710.4,89.65,1407717.08
1605121200.0,2020-11-11 07-PM,BTCUSD,15825.53,15888.37,15754.78,15827.84,22.9,361758.78
1605117600.0,2020-11-11 06-PM,BTCUSD,15891.69,15998.21,15806.32,15825.53,91.23,1452182.71
1605114000.0,2020-11-11 05-PM,BTCUSD,15783.75,15950,15767.38,15891.69,72.09,1145763.59
1605110400.0,2020-11-11 04-PM,BTCUSD,15692.39,15887.39,15667,15783.75,172.9,2730210.1
1605106800.0,2020-11-11 03-PM,BTCUSD,15648.11,15716.32,15614.17,15692.39,45.44,712147.86
1605103200.0,2020-11-11 02-PM,BTCUSD,15569.07,15672.33,15550,15648.11,80.58,1256604.99
1605099600.0,2020-11-11 01-PM,BTCUSD,15630.74,15728.47,15556.85,15569.07,74.05,1159174.3
1605096000.0,2020-11-11 12-PM,BTCUSD,15608.47,15678.25,15553.21,15630.74,49.1,766822.1
1605092400.0,2020-11-11 11-AM,BTCUSD,15594.43,15687.39,15535.48,15608.47,77.17,1203259.68
1605088800.0,2020-11-11 10-AM,BTCUSD,15426.84,15594.43,15426.84,15594.43,44.79,694817.82
1605085200.0,2020-11-11 09-AM,BTCUSD,15410.26,15475.5,15401.1,15426.84,59.94,924888.96
1605081600.0,2020-11-11 08-AM,BTCUSD,15410.42,15446.56,15383.72,15410.26,74.37,1146350.6
1605078000.0,2020-11-11 07-AM,BTCUSD,15361.84,15423.61,15361.84,15410.42,22.84,352007.93
1605074400.0,2020-11-11 06-AM,BTCUSD,15384.94,15430.95,15361.83,15361.84,29.94,460974.28
1605070800.0,2020-11-11 05-AM,BTCUSD,15387.99,15413.65,15351.18,15384.94,24.65,379117.91
1605067200.0,2020-11-11 04-AM,BTCUSD,15421.14,15456,15348.68,15387.99,8.525,131250.77
1605063600.0,2020-11-11 03-AM,BTCUSD,15404.66,15459.71,15387.99,15421.14,39.45,609028.45
1605060000.0,2020-11-11 02-AM,BTCUSD,15451.6,15458.98,15352.9,15404.66,40.16,619124.54
1605056400.0,2020-11-11 01-AM,BTCUSD,15480.45,15512.34,15424.07,15451.6,77.45,1198106.55
1605052800.0,2020-11-11 12-AM,BTCUSD,15318.08,15524.02,15299.93,15480.45,60.21,930312.78
1605049200.0,2020-11-10 11-PM,BTCUSD,15389.39,15395.68,15293.1,15318.08,43.04,659759.19
1605045600.0,2020-11-10 10-PM,BTCUSD,15392.31,15411.39,15338.53,15389.39,62.56,961748.88
1605042000.0,2020-11-10 09-PM,BTCUSD,15297.01,15398.59,15297.01,15392.31,45.28,695628.43
1605038400.0,2020-11-10 08-PM,BTCUSD,15317.6,15344.78,15295.24,15297.01,79.05,1211562.51
1605034800.0,2020-11-10 07-PM,BTCUSD,15286,15360.82,15278.89,15317.6,117.43,1800673.66
1605031200.0,2020-11-10 06-PM,BTCUSD,15323.72,15323.72,15202.27,15286,35.97,549237.49
1605027600.0,2020-11-10 05-PM,BTCUSD,15256.9,15337.18,15252.06,15323.72,24.45,373665.39
1605024000.0,2020-11-10 04-PM,BTCUSD,15184.71,15293.89,15133.54,15256.9,70.82,1079317.32
1605020400.0,2020-11-10 03-PM,BTCUSD,15244.82,15281.08,15092.22,15184.71,58.55,888695.05
1605016800.0,2020-11-10 02-PM,BTCUSD,15335.69,15344.05,15169.23,15244.82,56.67,864678.08
1605013200.0,2020-11-10 01-PM,BTCUSD,15314.45,15349.43,15203.81,15335.69,22.4,341896.28
1605009600.0,2020-11-10 12-PM,BTCUSD,15289.67,15409.78,15237.63,15314.45,54.69,838141.32
1605006000.0,2020-11-10 11-AM,BTCUSD,15336.8,15338.18,15187.25,15289.67,42.64,650810.6
1605002400.0,2020-11-10 10-AM,BTCUSD,15401.3,15445.9,15333.74,15336.8,44.84,690136.6
1604998800.0,2020-11-10 09-AM,BTCUSD,15379.49,15460.2,15379.49,15401.3,20.2,311300.07
1604995200.0,2020-11-10 08-AM,BTCUSD,15294.78,15480.85,15287.99,15379.49,15.66,240980.25
1604991600.0,2020-11-10 07-AM,BTCUSD,15293.81,15349.58,15266.87,15294.78,9.718,148873.49
1604988000.0,2020-11-10 06-AM,BTCUSD,15368.2,15403.17,15263.49,15293.81,17.95,275109.96
1604984400.0,2020-11-10 05-AM,BTCUSD,15395.92,15456.15,15328.61,15368.2,40.02,615971.18
1604980800.0,2020-11-10 04-AM,BTCUSD,15355.69,15432.85,15339.72,15395.92,69.14,1063580.47
1604977200.0,2020-11-10 03-AM,BTCUSD,15356.73,15365.65,15275.39,15355.69,53.98,827523.71
1604973600.0,2020-11-10 02-AM,BTCUSD,15404.45,15438.75,15348.99,15356.73,33.26,511974.74
1604970000.0,2020-11-10 01-AM,BTCUSD,15306.92,15405.98,15274.33,15404.45,49.11,754239.65
1604966400.0,2020-11-10 12-AM,BTCUSD,15330.32,15355.34,15194.54,15306.92,42.44,647755.2
1604962800.0,2020-11-09 11-PM,BTCUSD,15245.49,15356.62,15245.49,15330.32,16.85,257770.76
1604959200.0,2020-11-09 10-PM,BTCUSD,15392.5,15428.78,15228.29,15245.49,28.86,443239.08
1604955600.0,2020-11-09 09-PM,BTCUSD,15386.22,15440.14,15335.68,15392.5,31.7,487676.58
